gene_id,DRR546743,DRR546744,DRR546790,SRR2960319,SRR5889337,SRR8996966,SRR8996977,SRR8997009
gene-LOC100684726|LOC100684726,49,29,87,78,0,201,809,91
gene-LOC119867891|LOC119867891,4,0,9,16,0,14,60,0
gene-STAT1|STAT1,3127,2967,2149,11757,17,7978,49320,10
gene-LOC111094328|LOC111094328,4,0,6,321,0,37,66,0
gene-STAT4|STAT4,58,6,53,199,0,193,7605,0
gene-MYO1B|MYO1B,4389,11147,11668,9989,0,12369,40670,0
gene-LOC111094373|LOC111094373,0,0,0,0,0,0,0,0
gene-NABP1|NABP1,223,871,970,436,0,450,6281,0
gene-CAVIN2|CAVIN2,333,175,775,193,0,441,3001,0
gene-TMEFF2|TMEFF2,0,0,11,8,0,0,46,0
gene-LOC119867917|LOC119867917,0,0,5,0,0,0,0,0
gene-STK17B|STK17B,386,184,787,821,0,467,5745,0
gene-SLC39A10|SLC39A10,164,304,985,483,0,172,1823,0
gene-DNAH7|DNAH7,0,0,7,0,0,3,11,0
gene-LOC102156828|LOC102156828,0,0,0,0,0,0,0,0
gene-CCDC150|CCDC150,14,34,86,0,0,20,44,0
gene-LOC111094354|LOC111094354,0,0,4,0,0,0,0,0
gene-LOC106558323|LOC106558323,5,0,32,15,0,54,56,0
gene-LOC119867992|LOC119867992,0,0,0,0,0,0,0,0
gene-LOC119868004|LOC119868004,0,0,0,0,0,0,0,0
gene-HECW2|HECW2,311,96,492,558,0,554,8352,0
gene-LOC102157205|LOC102157205,0,0,0,0,0,0,3,0
gene-GTF3C3|GTF3C3,598,636,1053,908,0,1296,3321,0
gene-PGAP1|PGAP1,351,700,676,521,0,403,920,0
gene-ANKRD44|ANKRD44,172,677,897,780,0,729,2478,0
gene-LOC119867921|LOC119867921,0,0,0,0,0,0,0,0
gene-LOC119867922|LOC119867922,0,7,4,5,0,0,25,0
gene-LOC111094396|LOC111094396,0,0,0,3,0,0,0,0
gene-SF3B1|SF3B1,2436,2935,6185,7689,0,6903,23107,0
gene-LOC119867923|LOC119867923,0,0,0,4,0,0,0,0
gene-LOC119867924|LOC119867924,3,0,6,2,0,0,0,0
gene-COQ10B|COQ10B,460,425,497,1347,0,1721,6309,0
gene-LOC119870462|LOC119870462,27,31,31,26,5,31,95,7
gene-RFTN2|RFTN2,57,34,252,67,0,265,1498,0
gene-BOLL|BOLL,0,0,1,0,0,5,0,0
gene-MARS2|MARS2,429,1436,911,1141,0,1151,1447,0
gene-HSPD1|HSPD1,13972,26563,17269,33656,8,46688,136319,4527
gene-HSPE1|HSPE1,6677,6106,8727,12057,2265,22223,47460,1452
gene-LOC111094434|LOC111094434,11,2,11,18,0,26,33,0
gene-LOC119867996|LOC119867996,5,0,0,4,0,9,30,0
gene-LOC111094367|LOC111094367,0,0,5,0,0,0,0,0
gene-LOC119867926|LOC119867926,0,0,0,3,0,0,0,0
gene-LOC111094368|LOC111094368,0,0,0,0,0,0,0,0
gene-PLCL1|PLCL1,152,32,289,215,0,204,930,0
gene-SATB2|SATB2,4,11,20,31,0,99,161,0
gene-LOC119867927|LOC119867927,0,0,0,0,0,0,0,0
gene-LOC119867928|LOC119867928,0,0,0,0,0,0,0,0
gene-LOC119867895|LOC119867895,0,0,0,0,0,0,0,0
gene-FTCDNL1|FTCDNL1,0,0,0,13,0,20,0,0
gene-C37H2orf69|C37H2orf69,805,881,1230,963,0,1927,5237,0
gene-TYW5|TYW5,137,66,240,449,0,378,1388,240
gene-MAIP1|MAIP1,418,302,1027,1206,0,2422,5288,0
gene-LOC119870463|LOC119870463,2,0,2,3,0,1,0,0
gene-SGO2|SGO2,165,226,691,98,0,273,788,0
gene-LOC607348|LOC607348,10,6,43,29,6,27,24,5
gene-SPATS2L|SPATS2L,1944,2797,862,5295,0,7694,13731,0
gene-LOC119867930|LOC119867930,0,0,3,9,0,4,4,0
gene-LOC119867929|LOC119867929,0,0,4,3,0,3,10,0
gene-LOC111094427|LOC111094427,7,16,12,7,0,51,169,0
gene-LOC119867931|LOC119867931,32,12,37,50,0,175,234,0
gene-KCTD18|KCTD18,193,125,267,294,0,470,691,0
gene-LOC100687343|LOC100687343,0,0,8,3,0,0,2,0
gene-LOC106558335|LOC106558335,487,531,360,87,71,315,171,57
gene-LOC100687423|LOC100687423,1,1,0,0,0,0,1,0
gene-LOC102154768|LOC102154768,0,0,7,12,0,14,0,0
gene-AOX2|AOX2,8,0,10,0,0,10,20,0
gene-LOC100684200|LOC100684200,5,3,4,5,0,5,5,0
gene-BZW1|BZW1,3982,5452,11560,9807,0,16340,35204,0
gene-CLK1|CLK1,540,213,2411,2602,0,3204,5807,0
gene-LOC119867934|LOC119867934,0,0,0,0,0,0,15,0
gene-PPIL3|PPIL3,610,907,944,1246,384,1576,6478,683
gene-NIF3L1|NIF3L1,349,366,441,766,0,694,975,0
gene-ORC2|ORC2,2108,794,1213,1330,0,2799,3783,0
gene-LOC111094320|LOC111094320,3,6,15,3,0,0,0,0
gene-FAM126B|FAM126B,1507,1064,1460,2305,0,2715,3975,0
gene-LOC119867979|LOC119867979,0,0,0,1,0,0,0,0
gene-LOC111094439|LOC111094439,4,6,0,5,0,0,0,0
gene-NDUFB3|NDUFB3,1156,826,1424,2102,5,4396,10928,6
gene-CFLAR|CFLAR,1867,534,1918,2363,0,2501,18832,0
gene-CASP10|CASP10,513,393,475,2610,0,1427,3528,0
gene-LOC607507|LOC607507,6,3,6,6,6,6,23,2
gene-FLACC1|FLACC1,0,0,7,0,0,0,21,0
gene-CASP8|CASP8,498,370,436,541,0,470,1583,0
gene-LOC119867982|LOC119867982,0,0,0,0,0,0,0,0
gene-TRAK2|TRAK2,452,634,867,985,0,932,5014,0
gene-STRADB|STRADB,353,547,541,490,0,501,2350,0
gene-C2CD6|C2CD6,1,34,25,14,0,0,43,0
gene-LOC111094329|LOC111094329,0,0,0,0,0,0,0,0
gene-TMEM237|TMEM237,628,266,601,847,0,879,1125,0
gene-LOC100856135|LOC100856135,78,49,82,28,21,40,157,10
gene-ALS2|ALS2,425,884,1190,1342,0,1633,2709,0
gene-CDK15|CDK15,7,0,12,0,0,8,86,0
gene-LOC119867936|LOC119867936,21,0,0,0,0,0,0,0
gene-FZD7|FZD7,125,141,161,159,0,186,412,0
gene-LOC106558327|LOC106558327,2,4,0,8,0,4,3,0
gene-KIAA2012|KIAA2012,15,38,27,32,0,17,66,0
gene-LOC106558328|LOC106558328,0,0,0,0,0,0,0,0
gene-LOC119867978|LOC119867978,0,0,0,0,0,0,0,0
gene-SUMO1|SUMO1,1280,970,1781,2200,0,3598,11037,273
gene-NOP58|NOP58,391,1645,1138,1640,3,1775,4295,0
gene-LOC119867997|LOC119867997,0,0,0,2,0,0,0,0
gene-LOC119867998|LOC119867998,0,2,1,2,0,2,0,0
gene-LOC119868002|LOC119868002,0,0,0,0,0,0,0,0
gene-LOC119868001|LOC119868001,2,0,0,1,0,0,0,0
gene-LOC119868000|LOC119868000,0,0,1,0,0,0,0,0
gene-BMPR2|BMPR2,2726,2390,2702,2323,0,3565,9581,0
gene-FAM117B|FAM117B,140,153,257,188,0,204,1102,0
gene-LOC488481|LOC488481,4,7,9,9,0,4,43,0
gene-ICA1L|ICA1L,31,66,43,8,0,33,183,0
gene-LOC102152753|LOC102152753,0,0,0,5,0,6,21,0
gene-WDR12|WDR12,278,655,348,557,0,586,1475,0
gene-CARF|CARF,62,20,85,31,0,114,148,0
gene-LOC119867975|LOC119867975,0,0,1,0,0,0,0,0
gene-LOC102152264|LOC102152264,7,17,7,13,20,11,13,12
gene-LOC119870449|LOC119870449,5,7,11,7,0,17,58,0
gene-NBEAL1|NBEAL1,1995,1782,2091,1194,0,2337,5519,0
gene-CYP20A1|CYP20A1,618,774,1431,765,0,1490,3587,0
gene-LOC102153938|LOC102153938,0,0,0,0,0,0,0,0
gene-LOC119867938|LOC119867938,35,141,350,880,5,3572,3496,3
gene-CD28|CD28,0,46,0,197,0,180,303,0
gene-ABI2|ABI2,91,99,258,230,2,332,1428,0
gene-LOC102153089|LOC102153089,0,0,0,0,0,0,5,0
gene-LOC119867890|LOC119867890,0,0,0,0,0,0,0,0
gene-LOC119867937|LOC119867937,0,2,3,2,0,3,1,0
gene-LOC111094458|LOC111094458,0,0,0,2,0,0,0,0
gene-LOC119867983|LOC119867983,0,0,0,0,0,0,3,0
gene-LOC119867991|LOC119867991,0,0,0,2,0,0,3,0
gene-RAPH1|RAPH1,3747,4002,2325,4846,0,5250,9093,0
gene-LOC106558311|LOC106558311,5,2,10,11,0,5,23,0
gene-ICOS|ICOS,0,13,6,60,0,36,204,0
gene-LOC119867940|LOC119867940,0,0,0,0,0,0,0,0
gene-LOC119867939|LOC119867939,0,11,0,18,0,447,4202,0
gene-NRP2|NRP2,389,1265,1696,852,0,313,3230,0
gene-LOC111094422|LOC111094422,0,0,4,0,0,0,0,0
gene-LOC119867942|LOC119867942,0,0,0,0,0,0,0,0
gene-LOC111094421|LOC111094421,0,0,18,0,0,0,0,0
gene-LOC111094336|LOC111094336,0,0,0,0,0,3,0,0
gene-PARD3B|PARD3B,819,1134,425,2148,0,1158,4182,0
gene-LOC102154149|LOC102154149,0,0,0,0,0,0,0,0
gene-LOC119867976|LOC119867976,0,0,1,0,0,0,0,0
gene-LOC106558321|LOC106558321,0,0,0,0,0,0,0,0
gene-LOC119867990|LOC119867990,0,0,0,0,0,0,0,0
gene-INO80D|INO80D,355,496,486,940,0,844,1771,0
gene-LOC111094430|LOC111094430,76,20,13,43,0,57,224,0
gene-GPR1|GPR1,73,3,12,86,0,6,60,0
gene-LOC111094347|LOC111094347,0,0,0,0,0,0,0,0
gene-ZDBF2|ZDBF2,7,0,0,7,0,0,7,0
gene-LOC119867944|LOC119867944,0,0,0,0,0,0,0,0
gene-LOC100688902|LOC100688902,31,26,20,9,7,21,29,3
gene-NDUFS1|NDUFS1,4242,4831,4646,7694,0,10183,20223,13
gene-LOC119867995|LOC119867995,0,0,3,5,0,7,16,0
gene-EEF1B2|EEF1B2,11279,13122,12333,15313,18,32610,38836,11
gene-LOC119867993|LOC119867993,1,1,3,3,0,2,7,0
gene-FAM237A|FAM237A,4,0,0,3,0,6,12,0
gene-ADAM23|ADAM23,1347,32,278,3966,0,2927,15392,0
gene-MDH1B|MDH1B,30,73,15,65,0,119,153,0
gene-FASTKD2|FASTKD2,267,540,395,634,0,801,1981,0
gene-KLF7|KLF7,147,249,645,749,0,433,2588,0
gene-LOC119867945|LOC119867945,0,0,20,32,0,29,37,0
gene-CREB1|CREB1,544,346,751,689,0,920,3278,0
gene-METTL21A|METTL21A,246,151,182,319,0,510,909,0
gene-LOC119867948|LOC119867948,0,0,18,30,0,21,65,0
gene-LOC102157126|LOC102157126,23,0,29,21,0,32,130,0
gene-CCNYL1|CCNYL1,476,390,425,499,0,369,4682,0
gene-LOC119863906|LOC119863906,745,1209,893,2944,0,683,442,0
gene-FZD5|FZD5,136,257,144,327,0,22,38,0
gene-LOC100856432|LOC100856432,56,36,80,38,0,136,89,0
gene-PLEKHM3|PLEKHM3,403,496,514,1270,0,828,1769,0
gene-LOC111094380|LOC111094380,3,0,0,16,0,25,31,0
gene-LOC106558325|LOC106558325,0,5,21,11,0,23,43,0
gene-PIKFYVE|PIKFYVE,657,721,1493,1154,0,1847,2459,0
gene-IDH1|IDH1,14339,3483,12936,8336,27,33329,107236,7
gene-LOC609869|LOC609869,2,3,4,11,0,2,10,0
gene-MAP2|MAP2,80,38,165,209,0,421,712,0
gene-LOC119867994|LOC119867994,0,0,0,0,0,0,0,0
gene-UNC80|UNC80,0,5,5,11,0,33,17,0
gene-LOC102153366|LOC102153366,0,0,0,0,0,0,0,0
gene-LOC111094332|LOC111094332,0,0,0,0,0,0,0,0
gene-KANSL1L|KANSL1L,424,395,920,501,0,886,1626,0
gene-LOC102152600|LOC102152600,0,0,0,9,0,5,0,0
gene-LOC100684577|LOC100684577,0,0,0,0,0,0,0,0
gene-RPE|RPE,205,452,619,1143,0,1324,3557,0
gene-LOC100684649|LOC100684649,2,5,4,6,0,0,19,0
gene-MYL1|MYL1,0,0,0,260,0,22,0,0
gene-ACADL|ACADL,8138,1466,6593,11467,0,10885,11266,9
gene-LANCL1|LANCL1,596,1697,549,1158,0,445,1619,0
gene-LOC119867951|LOC119867951,9,7,9,14,0,18,19,0
gene-LOC100856555|LOC100856555,47,65,286,74,49,81,351,60
gene-LOC100855960|LOC100855960,18,35,23,17,0,24,21,0
gene-IKZF2|IKZF2,126,26,95,86,0,45,380,0
gene-LOC111094317|LOC111094317,0,0,0,0,0,0,0,0
gene-LOC111094318|LOC111094318,0,0,0,0,0,0,0,0
gene-BARD1|BARD1,659,292,1340,366,0,614,1335,0
gene-LOC111094339|LOC111094339,20,29,11,345,0,146,88,0
gene-CPS1|CPS1,73958,227509,100922,434413,233,352061,392556,211
gene-LOC106558322|LOC106558322,0,93,123,46,0,0,56,0
gene-LOC111094433|LOC111094433,29,0,30,0,0,0,30,0
gene-LOC119867958|LOC119867958,32,0,108,5,0,33,31,0
gene-LOC106558309|LOC106558309,0,3,0,0,0,0,0,0
gene-MREG|MREG,113,434,3,209,0,144,527,0
gene-LOC119867899|LOC119867899,0,0,0,0,0,0,10,0
gene-ATIC|ATIC,721,2463,1703,2278,0,2887,6200,0
gene-FN1|FN1,84197,150895,123442,581884,463,514774,392804,211
gene-XRCC5|XRCC5,406,960,728,834,0,949,2142,0
gene-TMEM169|TMEM169,75,139,132,231,0,490,216,0
gene-PECR|PECR,14595,3859,5931,9903,10810,15345,11838,8882
gene-LOC102155329|LOC102155329,0,0,0,0,0,0,0,0
gene-SMARCAL1|SMARCAL1,304,555,502,907,0,834,2079,0
gene-LOC102155668|LOC102155668,0,0,4,0,0,3,0,0
gene-RPL37A|RPL37A,5704,4387,13422,12786,20883,39888,37997,27189
gene-IGFBP5|IGFBP5,58,417,497,705,0,1766,621,0
gene-LOC119867960|LOC119867960,0,0,10,0,0,0,0,0
gene-IGFBP2|IGFBP2,12783,66,9396,675,9,52116,724,6
gene-CXCR2|CXCR2,12,0,67,219,0,80,1506,0
gene-TNS1|TNS1,1101,3657,2442,11119,0,8072,21018,0
gene-LOC111094445|LOC111094445,0,0,6,3,0,6,9,0
gene-CXCR1|CXCR1,7,0,97,257,0,118,6438,0
gene-ARPC2|ARPC2,2997,3000,4380,6884,428,7606,29659,452
gene-GPBAR1|GPBAR1,19,20,17,58,0,18,38,0
gene-AAMP|AAMP,1459,1945,1158,5324,0,4622,8099,0
gene-CATIP|CATIP,0,0,0,0,0,0,13,0
gene-PNKD|PNKD,4708,4969,3738,14304,7,20012,25389,0
gene-TMBIM1|TMBIM1,5033,4085,3606,14083,0,18717,46942,0
gene-LOC111094344|LOC111094344,19,0,9,10,0,0,71,0
gene-SLC11A1|SLC11A1,2375,161,927,4127,0,1383,14782,0
gene-MIR26B|MIR26B,0,0,0,0,0,0,0,0
rna-NR_049315.1|MIR26B,0,0,0,0,0,0,0,0
gene-CTDSP1|CTDSP1,1730,1404,3007,4576,6,8908,9481,0
gene-LOC111094340|LOC111094340,0,0,0,0,0,0,19,0
gene-PLCD4|PLCD4,0,0,7,9,0,18,21,0
gene-LOC102153720|LOC102153720,0,0,0,1,0,0,0,0
gene-CNOT9|CNOT9,142,219,265,551,0,354,1756,0
gene-VIL1|VIL1,127,796,375,70,0,39,170,0
gene-USP37|USP37,200,253,451,428,0,363,1130,0
gene-ZNF142|ZNF142,94,469,224,1461,0,632,1059,0
gene-BCS1L|BCS1L,367,700,397,1106,0,1799,3259,0
gene-STK36|STK36,105,419,318,662,0,465,747,0
gene-RNF25|RNF25,206,216,362,848,0,967,2537,0
gene-LOC119867962|LOC119867962,0,0,0,0,0,4,0,0
gene-TTLL4|TTLL4,193,910,708,429,0,738,1351,0
gene-PRKAG3|PRKAG3,18,4,27,77,0,47,257,0
gene-LOC102153410|LOC102153410,143,381,159,138,0,309,621,0
gene-CRYBA2|CRYBA2,0,0,6,4,0,16,26,0
gene-LOC111094371|LOC111094371,6,5,58,37,0,3,206,0
gene-CYP27A1|CYP27A1,4864,6398,7007,30861,32,52134,22479,6
gene-CFAP65|CFAP65,12,39,9,72,0,71,398,0
gene-LOC111094348|LOC111094348,19,15,10,32,0,113,93,0
gene-LOC119867964|LOC119867964,0,0,0,2,0,0,8,0
gene-IHH|IHH,247,245,257,225,0,911,1673,0
gene-LOC119867963|LOC119867963,4,0,14,10,0,28,121,0
gene-NHEJ1|NHEJ1,274,248,230,293,0,766,1225,0
gene-LOC100682998|LOC100682998,2,0,1,1,2,0,3,0
gene-SLC23A3|SLC23A3,48,41,17,31,0,371,1747,0
gene-LOC111094448|LOC111094448,54,22,20,49,0,135,579,0
gene-CNPPD1|CNPPD1,595,984,847,1375,0,1807,4604,0
gene-RETREG2|RETREG2,3205,2846,2869,7506,0,8283,10337,0
gene-ATG9A|ATG9A,610,1751,897,1753,0,2705,3969,0
gene-ZFAND2B|ZFAND2B,468,658,639,928,0,1470,2471,0
gene-ABCB6|ABCB6,5451,3338,1530,5791,8,6026,7298,0
gene-GLB1L|GLB1L,534,397,879,1205,0,1680,3233,0
gene-ANKZF1|ANKZF1,242,545,448,794,0,716,1231,0
gene-STK16|STK16,2109,1410,1475,4119,0,5090,6937,0
gene-TUBA4A|TUBA4A,685,2070,1116,6462,3,7256,14488,0
gene-LOC102155449|LOC102155449,0,0,5,0,0,0,8,0
gene-LOC610636|LOC610636,272,783,425,3043,0,2462,3596,0
gene-DNAJB2|DNAJB2,1691,1550,2137,6148,0,9226,10585,0
gene-DNPEP|DNPEP,798,1191,1702,2506,64,1982,6860,64
gene-LOC111094337|LOC111094337,0,0,0,11,0,0,48,0
gene-DES|DES,274,244,1135,2470,0,1574,3639,0
gene-SPEG|SPEG,7,83,128,203,0,84,157,0
gene-SPEGNB|SPEGNB,0,0,0,3,0,11,8,0
gene-GMPPA|GMPPA,707,2013,1559,3305,0,5331,5744,0
gene-LOC119867886|LOC119867886,0,0,21,2,0,2,1,0
gene-TMEM198|TMEM198,0,21,6,19,0,10,368,0
gene-CHPF|CHPF,261,779,1174,5427,0,1687,3690,0
gene-OBSL1|OBSL1,11,38,166,294,0,302,697,0
gene-LOC610725|LOC610725,30,9,30,25,0,20,40,0
gene-STK11IP|STK11IP,118,151,235,516,0,577,986,0
gene-EPHA4|EPHA4,18,16,78,49,0,63,249,0
gene-LOC111094453|LOC111094453,0,0,0,0,0,0,0,0
gene-LOC111094452|LOC111094452,0,0,0,0,0,0,0,0
gene-LOC102151946|LOC102151946,0,0,0,4,0,0,0,0
gene-LOC111094398|LOC111094398,0,0,0,0,0,0,0,0
gene-SGPP2|SGPP2,6,0,10,13,0,211,196,0
gene-FARSB|FARSB,535,1519,856,1229,452,1818,4394,891
gene-LOC106558306|LOC106558306,0,0,2,0,0,6,38,0
gene-LOC119868006|LOC119868006,0,0,1,1,0,0,0,0
gene-ACSL3|ACSL3,1887,3084,1409,2036,6,5716,8748,588
gene-KCNE4|KCNE4,141,29,185,8,0,59,228,0
gene-WDFY1|WDFY1,1921,2523,1684,3831,0,3767,10089,0
gene-LOC111094365|LOC111094365,0,0,0,8,0,0,17,0
gene-LOC111094353|LOC111094353,0,0,0,3,0,0,12,0
gene-MRPL44|MRPL44,851,1015,612,919,3,2162,4666,0
gene-SERPINE2|SERPINE2,2350,102,2557,140,0,180,2524,0
gene-ERICH1|ERICH1,440,639,477,822,0,868,3065,0
gene-LOC119867888|LOC119867888,1,1,0,0,1,2,3,1
gene-LOC100685344|LOC100685344,1,0,1,0,0,1,6,0
gene-CLN8|CLN8,184,122,485,529,0,648,1248,0
gene-DLGAP2|DLGAP2,2,12,10,45,0,6,13,0
gene-LOC119870454|LOC119870454,0,0,0,0,0,0,0,0
gene-MIR8795|MIR8795,0,0,0,0,0,0,0,0
rna-NR_128735.1|MIR8795,0,0,0,0,0,0,0,0
gene-LOC119867971|LOC119867971,0,0,0,3,0,0,0,0
gene-LOC111094361|LOC111094361,0,7,51,5,0,3,19,0
gene-LOC119870455|LOC119870455,0,0,0,0,0,0,0,0
gene-LOC111094362|LOC111094362,0,0,0,0,0,0,0,0
gene-LOC119867970|LOC119867970,1,2,0,12,0,0,5,0
gene-LOC111094587|LOC111094587,0,0,5,6,0,0,0,0
gene-BTG2|BTG2,1268,380,4998,10559,0,6207,7440,0
gene-FMOD|FMOD,245,80,478,2235,0,4327,2271,0
gene-PRELP|PRELP,525,379,1671,4727,0,6730,7956,0
gene-LAX1|LAX1,7,4,19,47,0,47,280,0
gene-ATP2B4|ATP2B4,745,264,501,1523,0,898,3920,0
gene-LOC102153438|LOC102153438,0,0,0,0,0,0,0,0
gene-LOC119868023|LOC119868023,0,0,0,0,0,0,0,0
gene-LOC100688224|LOC100688224,6,8,2,1,1,1,7,1
gene-ZC3H11A|ZC3H11A,1404,1086,2888,3276,0,4591,8064,3
gene-ZBED6|ZBED6,154,80,437,415,0,281,643,0
gene-LOC119868024|LOC119868024,0,0,0,12,0,9,0,0
gene-SNRPE|SNRPE,1551,1673,1868,2112,3977,5725,14589,3632
gene-LOC102154487|LOC102154487,97,70,126,761,0,873,488,0
gene-REN|REN,4,0,28,55,0,65,81,0
gene-KISS1|KISS1,26,0,142,416,0,421,246,0
gene-GOLT1A|GOLT1A,535,681,1322,1775,0,5109,6671,3
gene-SOX13|SOX13,127,486,119,1351,0,416,1068,0
gene-ETNK2|ETNK2,10151,14659,14603,28436,13,38837,45774,12
gene-PLEKHA6|PLEKHA6,1328,1885,933,5274,0,7179,7485,0
gene-LOC111094567|LOC111094567,0,0,0,0,0,0,0,0
gene-PPP1R15B|PPP1R15B,2481,3317,2112,7739,0,4934,11221,0
gene-PIK3C2B|PIK3C2B,1390,927,1798,1985,0,1952,20759,0
gene-LOC119868010|LOC119868010,0,0,0,11,0,0,0,0
gene-MDM4|MDM4,307,449,738,1206,0,571,1862,0
gene-LOC119870478|LOC119870478,0,0,0,2,0,0,1,0
gene-LOC119868102|LOC119868102,1,1,0,2,0,0,0,0
gene-LRRN2|LRRN2,19,10,524,27,0,26,69,0
gene-NFASC|NFASC,7,67,94,120,0,189,410,0
gene-LOC111094590|LOC111094590,0,0,0,0,0,0,0,0
gene-TMEM81|TMEM81,3,15,26,13,0,50,54,0
gene-RBBP5|RBBP5,741,768,1014,1596,0,1922,4787,0
gene-LOC102156359|LOC102156359,82,63,355,307,0,339,1119,0
gene-DSTYK|DSTYK,74,114,124,293,0,182,483,0
gene-TMCC2|TMCC2,21,49,98,111,0,28,610,0
gene-NUAK2|NUAK2,79,119,862,299,0,512,413,0
gene-LOC111094509|LOC111094509,0,0,0,0,0,0,0,0
gene-LOC111094510|LOC111094510,0,0,5,0,0,0,0,0
gene-MIR135B|MIR135B,0,0,0,0,0,0,0,0
rna-NR_049427.1|MIR135B,0,0,0,0,0,0,0,0
gene-LOC102156938|LOC102156938,88,259,102,192,16,258,95,17
gene-LOC100685607|LOC100685607,0,0,0,0,0,0,6,0
gene-CDK18|CDK18,1106,1121,822,2600,0,4431,2565,0
gene-LOC111094507|LOC111094507,0,0,0,65,0,210,681,0
gene-MFSD4A|MFSD4A,19,23,68,211,0,265,1165,0
gene-SLC45A3|SLC45A3,362,68,480,691,0,1377,3754,0
gene-ELK4|ELK4,3238,3477,5301,6090,0,6650,13268,0
gene-LOC100688768|LOC100688768,147,41,337,198,0,275,281,0
gene-LOC100685685|LOC100685685,17,17,21,8,0,7,36,0
gene-LOC102151479|LOC102151479,582,97,584,682,0,1357,2133,0
gene-NUCKS1|NUCKS1,6063,5036,7394,8465,9,13159,28682,0
gene-RAB29|RAB29,879,559,607,1473,0,2165,4811,0
gene-LOC111094575|LOC111094575,0,8,0,13,0,0,20,0
gene-SLC41A1|SLC41A1,780,632,1154,1847,0,1351,4336,0
gene-PM20D1|PM20D1,210,280,1058,1694,0,1273,2208,0
gene-RAB7B|RAB7B,24,82,637,235,0,130,344,0
gene-LOC119868028|LOC119868028,0,0,0,6,0,0,0,0
gene-CTSE|CTSE,74,0,40,335,0,213,284,0
gene-LOC111094591|LOC111094591,24,0,23,15,0,53,64,0
gene-AVPR1B|AVPR1B,2,0,0,88,0,28,0,0
gene-FAM72A|FAM72A,28,89,110,32,0,10,158,0
gene-SRGAP2|SRGAP2,284,232,731,1121,0,915,2725,0
gene-LOC111094499|LOC111094499,0,0,0,0,0,0,0,0
gene-IKBKE|IKBKE,487,425,297,1693,0,1379,3980,0
gene-LOC111094620|LOC111094620,8,0,19,13,0,42,96,0
gene-LOC111094619|LOC111094619,0,3,2,6,0,0,0,0
gene-LOC119868031|LOC119868031,0,0,0,8,0,0,11,0
gene-RASSF5|RASSF5,276,613,796,1857,0,680,5955,0
gene-EIF2D|EIF2D,430,555,570,1741,0,1614,2497,0
gene-KCNT2|KCNT2,404,273,687,706,0,1602,2483,0
gene-LOC119868103|LOC119868103,0,0,0,0,0,0,0,0
gene-LOC111094553|LOC111094553,6,0,18,6,0,42,25,0
gene-CFH|CFH,73144,49074,51804,104379,242,173518,300209,97
gene-LOC100686582|LOC100686582,2,0,0,1,0,0,0,0
gene-LOC119868011|LOC119868011,0,0,3,3,0,9,16,0
gene-CDC73|CDC73,320,484,425,613,0,326,1256,0
gene-B3GALT2|B3GALT2,28,11,17,52,0,84,569,0
gene-GLRX2|GLRX2,254,91,178,280,0,517,1923,0
gene-LOC119868012|LOC119868012,0,0,0,5,0,3,11,0
gene-RO60|RO60,939,529,1226,587,0,1105,3956,0
gene-LOC119868035|LOC119868035,11,2,9,4,0,7,22,0
gene-UCHL5|UCHL5,1664,2539,2747,1688,6,3650,8961,0
gene-RGS2|RGS2,283,605,2405,1872,3,1339,18016,0
gene-LOC119868082|LOC119868082,8,19,72,52,0,57,423,0
gene-RGS1|RGS1,106,107,2960,40,0,51,881,0
gene-RGS18|RGS18,311,87,500,455,0,161,3588,0
gene-LOC102155162|LOC102155162,0,0,0,0,0,0,0,0
gene-LOC111094517|LOC111094517,0,0,4,0,0,0,0,0
gene-LOC111094586|LOC111094586,116,64,87,17,0,32,7,0
gene-LOC100855446|LOC100855446,2,2,0,2,1,0,2,0
gene-LOC100855484|LOC100855484,2,0,2,9,0,3,5,0
gene-LOC119868036|LOC119868036,595,530,821,916,0,1867,4919,0
gene-KCTD3|KCTD3,1209,3066,3690,2167,0,2760,8092,0
gene-GPATCH2|GPATCH2,205,393,404,311,0,437,1046,0
gene-LOC119868022|LOC119868022,0,0,0,0,0,0,0,0
gene-LOC102155743|LOC102155743,0,0,0,0,0,0,0,0
gene-SPATA17|SPATA17,0,50,7,23,0,49,70,0
gene-LOC111094577|LOC111094577,0,0,0,0,0,0,0,0
gene-LOC102156261|LOC102156261,0,0,0,0,0,0,0,0
gene-LOC119868038|LOC119868038,7,0,10,6,0,7,9,0
gene-LOC111094483|LOC111094483,0,0,0,0,0,0,0,0
gene-LOC119868039|LOC119868039,0,0,0,5,0,0,0,0
gene-RRP15|RRP15,275,628,569,859,0,950,2985,0
gene-TGFB2|TGFB2,100,254,229,246,0,243,212,0
gene-LYPLAL1|LYPLAL1,288,512,933,1404,0,1068,5332,0
gene-LOC102156645|LOC102156645,0,0,0,0,0,32,10,0
gene-SLC30A10|SLC30A10,1366,2451,2295,6017,0,11496,9335,0
gene-BPNT1|BPNT1,268,662,376,613,0,844,1011,0
gene-EPRS1|EPRS1,4259,12387,5467,9036,0,12535,24529,0
gene-LOC102157313|LOC102157313,4,4,12,45,0,54,124,0
gene-LOC100683889|LOC100683889,2,6,2,1,0,0,3,0
gene-MIR215|MIR215,0,0,0,0,0,0,0,0
rna-NR_049436.1|MIR215,0,0,0,0,0,0,0,0
gene-MIR194|MIR194,0,0,0,0,0,0,0,0
